Long,Lat,ogc_fid,ogc_fid0,objectid,post_id,name,descriptio,cat1,cat2,cat3,addrln1,addrln2,city,state,zip,hours,phones,url,email,info1,info2,link,org_name,source,ext_id,use_type,dis_status,latitude,longitude,date_updat,point_x,point_y,objectid_2,city_2
-118.45364999456837,34.15161180197537,98.0,98.0,40222748.0,1127.0,National Jewish Health,"The center provides health services related to respiratory, allergic and immune system diseases for people of all ages.",Health and Mental Health,Health Centers, ,14724 Ventura Blvd., ,Sherman Oaks,CA,91403, ,"Local Office Service/Intake (800) 821-3670, Local Office Administrative (818) 905-1300, Lung Line Service/Intake (800) 222-5864",www.nationaljewish.org, , , ,http://egis3.lacounty.gov/lms/?p=1127,www.nationaljewish.org,211, ,publish, ,34.15161,-118.45367,2013-06-01 00:00:00,6424413.36726,1877864.97191,1,IN
-118.18870986782298,34.11157737962377,99.0,99.0,40281710.0,63916.0,Arroyo Vista Family Health Foundation - Mobile Unit II,"Primary Care<br />Language(s):  English, Interpreter Services Available",Health and Mental Health,Health Centers, ,6000 North Figueroa Street, ,Los Angeles,CA,90042,"Monday & Wednesday: 8:30AM - 4:30PM


",(323) 254-5221,http://www.arroyovista.org/, ,"Language(s):  English, Interpreter Services Available", ,http://egis3.lacounty.gov/lms/?p=63916,Community Partners,LA County Department of Health Services, ,publish, ,34.11158,-118.18872,2011-10-15 00:00:00,6504544.4465,1863040.76993,1,IN
-118.54025657111029,34.179841614828774,100.0,100.0,40221978.0,660.0,Tarzana Treatment Center Inc,"The center provides domestic violence services, health services, HIV/AIDS services, mental health services for adults, residential treatment for substance abuse, shelter, substance abuse services, and welfare-to-work support services for people of all ag",Health and Mental Health,Health Centers, ,18646 Oxnard St., ,Tarzana,CA,91356, ,"All Services Service/Intake and Administration (800) 996-1051, AIDS Drug Assistance Program Service/Intake (818) 996-1051 Ext.3883",www.tarzanatc.org, , , ,http://egis3.lacounty.gov/lms/?p=660,www.tarzanatc.org,211, ,publish, ,34.17985,-118.54027,2013-06-01 00:00:00,6398266.66955,1888269.59808,1,IN
-118.32444530725346,34.04773148125286,103.0,103.0,40287369.0,68336.0,The Village Health Foundation, ,Health and Mental Health,Health Centers, ,4075 W. Pico Blvd., ,Los Angeles,CA,90019, ,"(323) 733-0471
", , , , ,http://egis3.lacounty.gov/lms/?p=68336,The Village Health Foundation, , ,publish, ,34.04774,-118.32446,2013-08-21 00:00:00,6463382.997,1839911.25123,1,IN
-118.52645844834622,34.238055273790934,112.0,112.0,40280775.0,26627.0,Addie L Klotz Student Health Center, ,Health and Mental Health,Health Centers, , , , , , , , , , , , ,http://egis3.lacounty.gov/lms/?p=26627,LA County,HSIP Freedom Gnis_structures,1682622,publish, ,34.23806,-118.52647,2011-04-25 00:00:00,6402549.6226,1909431.24113,1,IN
-118.42308032544973,34.26612252064973,114.0,114.0,40221993.0,674.0,Los Angeles County Department Of Public Health - Pacoima Health Center,The agency provides health services for people of all ages in Northeast and Northwest San Fernando Valley.,Health and Mental Health,Health Centers, ,13300 Van Nuys Blvd., ,Pacoima,CA,91331, ,Service/Intake (818) 896-1903, , , , ,http://egis3.lacounty.gov/lms/?p=674,NULL,211, ,publish, ,34.26613,-118.42309,2013-06-01 00:00:00,6433838.62039,1919497.61797,1,IN
-118.43431824965411,34.036193761444444,117.0,117.0,40223025.0,1355.0,National Multiple Sclerosis Society - Southern California,The society provides health services and volunteer opportunities related to multiple sclerosis for people of all ages in Los Angeles.,Health and Mental Health,Health Centers, ,2440 S. Sepulveda Blvd., ,Los Angeles,CA,90064,"Monday through Friday, 9:00am to 5:00pm.","Inland Empire Service/Intake (800) 752-1773, Inland Empire FAX Service/Intake (909) 307-3392,  Service/Intake (909) 307-3388,  Service/Intake (661) 945-9111,  FAX (310) 479-4436, L A County Service/Intake (310) 479-4456, (800) FIGHT-MS Service/Intake (80",www.nationalmssociety.org/cal, , , ,http://egis3.lacounty.gov/lms/?p=1355,www.nationalmssociety.org/cal,211, ,publish, ,34.0362,-118.43433,2013-06-01 00:00:00,6430081.98289,1835838.91817,1,IN
-118.24435151652135,34.04344409896415,118.0,118.0,40281730.0,64033.0,"JWCH Institute, Inc. - Center for Community Health","Primary Care
Specialty Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,522 South San Pedro Street, ,Los Angeles,CA,90013,"Monday - Friday (except Tuesday): 8:00AM - 5:00PM
Tuesday: 8:00AM - 7:00PM
1st & 3rd Saturday: 8:00AM - 12:00PM

",(213) 622-2639,http://www.jwchinstitute.org/, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=64033,Community Partners,LA County Department of Health Services, ,publish, ,34.04345,-118.24436,2011-10-15 00:00:00,6487642.4055,1838283.02745,1,IN
-118.590786805842,34.19727427011977,119.0,119.0,40223029.0,1356.0,Pta Thirty-First District - Hart Street Health Center - Canoga Park,The thirty-first district office of the Parents and Teachers Association offers child care and health services for children at local schools in the San Fernando Valley that are part of the Los Angeles Unified School District (LAUSD).,Health and Mental Health,Health Centers, ,21006 Hart St., ,Canoga Park,CA,91303, ,Vision Clinic Service/Intake (818) 883-0360,www.31stDistrictPTSA.org, , , ,http://egis3.lacounty.gov/lms/?p=1356,www.31stDistrictPTSA.org,211, ,publish, ,34.19728,-118.5908,2013-06-01 00:00:00,6383021.39329,1894699.65642,1,IN
-118.43073397167043,34.26825316992421,121.0,121.0,40223031.0,1357.0,Pta Thirty-First District - Telfair Avenue Health Center - Pacoima,The thirty-first district office of the Parents and Teachers Association offers child care and health services for children at local schools in the San Fernando Valley that are part of the Los Angeles Unified School District (LAUSD).,Health and Mental Health,Health Centers, ,10911 Telfair Ave., ,Pacoima,CA,91331, ,Vision Clinic Service/Intake (818) 899-6113,www.31stDistrictPTSA.org, , , ,http://egis3.lacounty.gov/lms/?p=1357,www.31stDistrictPTSA.org,211, ,publish, ,34.26826,-118.43075,2013-06-01 00:00:00,6431529.40191,1920282.94219,1,IN
-118.41071052398742,34.27416228402343,124.0,124.0,40281482.0,982.0,Northeast Valley Health Corporation - Pacoima Health Center,"Primary Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,12756 Van Nuys Blvd., ,Pacoima,CA,91331,"Monday, & Thursday: 8:00AM - 5:00PM Tuesday, & Wednesday: 8:00AM - 9:00PM  Friday: 9:00AM - 5:00PM  Saturday: 8:00AM - 5:00PM
","Service/Intake (818) 896-0531,  Administrative (818) 898-1388 Ext.51115,FAX (818) 896-5850,",www.nevhc.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=982,LA County,LA County Department of Health Services, ,publish, ,34.27417,-118.41072,2011-10-13 00:00:00,6437589.01873,1922408.81688,1,IN
-118.27308862246032,34.062810030713884,127.0,127.0,40222009.0,689.0,House Research Institute,"The institute provides services for people with disabilities age newborn to 21 years who have, or are suspected of having, a hearing impairment.",Health and Mental Health,Health Centers, ,2100 W. 3rd St., ,Los Angeles,CA,90057, ,"Toll-free US Service/Intake (800) 388-8612,  Administrative (213) 483-4431, Administrative FAX (213) 483-8789, Care Center TDD (213) 483-2226, Care Center - Children's Center Service/Intake (213) 353-7005, House Clinic - Adult's Center Service/Intake (21",www.hei.org, , , ,http://egis3.lacounty.gov/lms/?p=689,www.hei.org,211, ,publish, ,34.06281,-118.2731,2013-06-01 00:00:00,6478956.48258,1845351.616,1,IN
-118.38804602936911,34.213351324947155,128.0,128.0,40281486.0,983.0,Northeast Valley Health Corporation  - Homeless Health Center,"Primary Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,7843 Lankershim Blvd., ,North Hollywood,CA,91605,"Monday, Tuesday, & Thursday: 8:30AM - 5:00PM  Wednesday: 11:30AM - 8:00PM  Friday: 9:30AM - 5:00PM
","Service/Intake (818) 765-8656,  FAX (818) 765-6982",www.nevhc.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=983,LA County,LA County Department of Health Services, ,publish, ,34.21336,-118.38806,2011-10-13 00:00:00,6444350.18565,1900250.78803,1,IN
-118.23985994010074,34.0625495652142,129.0,129.0,40281746.0,1367.0,Chinatown Service Center - Los Angeles,"This Is A Health And Human Service Organization That Provides Advocacy, Disaster Services, Family Planning Services, Financial Assistance, Health Services, Legal Services, Mental Health Services, And Wia Programs. Services Are Targeted To Newly-Arrived I",Health and Mental Health,Health Centers, ,"767 N. Hill St., Ste. 108", ,Los Angeles,CA,90012,"Monday - Friday: 8:30AM - 5:00PM
2nd Saturday of the month: 8:30AM - 5:00PM
","FAX (213) 680-0787,  TDD (213) 808-1719, Main number - Lawrence Lue, ED Service/Intake and Administration (213) 808-1733, Health Services Service/Intake (213) 808-1700",www.cscla.org, ,"Chinese, English, Interpreter Services Available, Spanish", ,http://egis3.lacounty.gov/lms/?p=1367, ,LA County Department of Health Services,1022209001,publish, ,34.06255,-118.23987,2011-10-16 00:00:00,6489020.11797,1845231.58409,1,IN
-118.55330909218857,34.1719043277153,130.0,130.0,40286637.0,71647.0,Personal Growth Institute,The agency provides mental health services to people of all ages who live in Los Angeles County.,Health and Mental Health,Health Centers, ,5536 Tampa Ave, ,Tarzana,CA,91356,"Monday through Friday, 9:00am to 5:00pm.",Service/Intake and Administration (818) 609-9989,www.4growth.org, , , ,http://egis3.lacounty.gov/lms/?p=71647, ,211, ,publish, ,34.17191,-118.55332,2010-11-01 00:00:00,6394303.97177,1885402.18781,1,IN
-118.33900699800898,34.00886916140897,131.0,131.0,40223049.0,1362.0,Watts Healthcare Corporation - Crenshaw Community Health Center,"This agency provides health services, residential substance abuse services, services for older adults, substance abuse services, welfare-to-work support services and WIC for people of all ages who live primarily in the South Central Los Angeles area.",Health and Mental Health,Health Centers, ,3756 Santa Rosalia Dr., ,Los Angeles,CA,90008,"Monday through Friday, 8:30am to 5:30pm. The site is closed from 12:30pm to 1:30pm.",Service/Intake (323) 568-5460, , , , ,http://egis3.lacounty.gov/lms/?p=1362,www.wattshealth.org,211, ,publish, ,34.00887,-118.33902,2013-06-01 00:00:00,6458923.10598,1825782.69222,1,IN
-118.29157595100752,34.09560739951581,132.0,132.0,40222536.0,1009.0,Ahf Healthcare Center - Hollywood,"The agency provides HIV/AIDS services, and thrift shops for people who have AIDS or HIV-related illness in Los Angeles County.",Health and Mental Health,Health Centers, ,1300 N. Vermont Ave., ,Los Angeles,CA,90027, ,"Nursing Hotline After Hours (800) 797-1717,  FAX (323) 662-0196,  Service/Intake and Administration (323) 662-0492",www.aidshealth.org, , , ,http://egis3.lacounty.gov/lms/?p=1009,www.aidshealth.org,211, ,publish, ,34.09561,-118.29159,2013-06-01 00:00:00,6473390.6886,1857303.47661,1,IN
-118.28033802680315,34.07266248050881,134.0,134.0,40284586.0,70648.0,Queenscare Family Clinics - Echo Park,The clinics provide health services for low-income people who live in Los Angeles County and weight management program for eligible youth age 6 to 17 who live the Echo Park area of Los Angeles.,Health and Mental Health,Health Centers, ,150 N Reno St, ,Los Angeles,CA,90026,"Monday through Friday, 8:30am to 5:30pm; Saturday, 9:00am to 1:00pm; No Dental or Optometry Services on Saturday.","Administrative (213) 380-7298, ENERGY Pediatric Weight Management Program Service/Intake (213) 380-7361, Referrals to all clinics Service/Intake (800) 454-1800",www.queenscarefamilyclinics.org/, , , ,http://egis3.lacounty.gov/lms/?p=70648, ,211, ,publish, ,34.07267,-118.28035,2010-11-01 00:00:00,6476770.98859,1848943.18526,1,IN
-118.37880236509547,34.16717727398317,140.0,140.0,40222805.0,1165.0,Los Angeles County Department Of Public Health - North Hollywood Public Health Center,The center provides public health services for people in the North Hollywood area of Los Angeles County.,Health and Mental Health,Health Centers, ,5300 Tujunga Ave., ,North Hollywood,CA,91601, ,"Service/Intake (818) 766-3982, STD clinic hours Service/Intake (818) 766-3983, SPAs 1 and 2 Regional Areas Health Office Administrative (818) 487-0063",publichealth.lacounty.gov, , , ,http://egis3.lacounty.gov/lms/?p=1165,publichealth.lacounty.gov,211, ,publish, ,34.16718,-118.37882,2013-06-01 00:00:00,6447079.65887,1883435.90991,1,IN
-118.31396196788775,34.08364467664602,142.0,142.0,40222035.0,707.0,Los Angeles County Department Of Public Health - Hollywood / Wilshire Health Center,The agency provides health services for people of all ages in Los Angeles.,Health and Mental Health,Health Centers, ,5205 Melrose Ave., ,Los Angeles,CA,90038, ,"STD Clinic Walk-In Hours Information Only (323) 769-7932, TB Clinic appointments Service/Intake (323) 769-7873,  Service/Intake (323) 769-7800", , , , ,http://egis3.lacounty.gov/lms/?p=707,www.publichealth.lacounty.gov,211, ,publish, ,34.08365,-118.31397,2013-06-01 00:00:00,6466600.55421,1852970.71231,1,IN
-118.29018356231714,34.09535447386429,143.0,143.0,40284596.0,70649.0,Queenscare Family Clinics - Hollywood,The clinics provide health services for low-income people who live in Los Angeles County and weight management program for eligible youth age 6 to 17 who live the Echo Park area of Los Angeles.,Health and Mental Health,Health Centers, ,4618 Fountain Ave, ,Los Angeles,CA,90029,"Monday through Friday, 8:30am to 6:00pm.","Administrative (323) 953-7170, Referrals to all clinics Service/Intake (800) 454-1800",www.queenscarefamilyclinics.org/, , , ,http://egis3.lacounty.gov/lms/?p=70649, ,211, ,publish, ,34.09536,-118.2902,2010-11-01 00:00:00,6473811.49222,1857209.96138,1,IN
-118.22184871865409,34.04310169450409,144.0,144.0,40285624.0,71111.0,Los Angeles Christian Health Centers - Pico Aliso Community Clinic,"The program provides counseling services and health services for people of all ages who live, primarily in Los Angeles downtown area, zip codes 90012 and 90013 and in the Pico/Aliso area, zip code 90033.",Health and Mental Health,Health Centers, ,1625 E 4Th St, ,Los Angeles,CA,90033,"Monday through Friday, 8:30am to 5:00pm; call between 7:30am and 8:30am for a same day appointment","Service/Intake (323) 268-8391,  FAX (323) 268-8014",lachc.com/default.aspx, , , ,http://egis3.lacounty.gov/lms/?p=71111, ,211, ,publish, ,34.04311,-118.22186,2010-11-01 00:00:00,6494457.77343,1838141.48377,1,IN
-118.28724607133803,33.990198499442585,146.0,146.0,40281514.0,1098.0,St. John'S Well Child And Family Center - Hoover,"Primary Care  Dental Care    Speciality Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,5701 S. Hoover St., ,Los Angeles,CA,90037,"Monday - Friday: 8:00AM - 5:30PM Saturday: 8:00AM - 4:00PM DENTAL HOURS Monday - Friday: 9:00AM - 5:00PM Saturday: 8:00AM - 4:00PM
","Service/Intake (323) 541-1400,  FAX (323) 541-1401, Counseling for Children under 11 Service/Intake (323) 541-1616, Counseling for children over 11 Service/Intake (323) 541-1600 Ext.1104",www.wellchild.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=1098,LA County,LA County Department of Health Services, ,publish, ,33.9902,-118.28725,2011-10-13 00:00:00,6474593.14059,1818939.57106,1,IN
-118.6013599767361,34.20272773679949,149.0,149.0,40285374.0,70972.0,Child Development Institute - Early Learning Center - Canoga Park,The agency provides education services and services for people with developmental disabilities in Los Angeles County.,Health and Mental Health,Health Centers, ,7260 Owensmouth Ave, ,Canoga Park,CA,91303,"Tuesday and Thursday, 9:00am to 2:00pm; Wednesday, 9:00am to 6:00pm; and Saturday, 9:00am to 4:00pm.","FAX (818) 712-9435,  Service/Intake and Administration (818) 712-0453",www.cdikids.org, , , ,http://egis3.lacounty.gov/lms/?p=70972, ,211, ,publish, ,34.20274,-118.60137,2010-11-01 00:00:00,6379836.4597,1896703.69342,1,IN
-118.28629385713688,34.03946170076196,150.0,150.0,40281519.0,1099.0,St. John'S Well Child And Family Center - Downtown Los Angeles,"Primarey Care Dental Care   Speciality Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,1910 Magnolia Ave., ,Los Angeles,CA,90007,"Monday, Wednesday, & Friday: 8:00AM - 5:00PM Tuesday, & Thursday: 8:00AM - 7:00PM Saturday: 7:30AM - 3:30PM DENTAL HOURS Monday - Friday: 9:00AM - 5:00PM Saturday: 8:00AM - 4:00PM
","Service/Intake (213) 749-0947,  FAX (213) 749-7354,  Administrative (323) 541-1600",www.wellchild.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=1099,LA County,LA County Department of Health Services, ,publish, ,34.03947,-118.28631,2011-10-13 00:00:00,6474931.48801,1836867.22484,1,IN
-118.21891122767506,34.12362539253426,154.0,154.0,40284606.0,70650.0,Queenscare Family Clinics - Eagle Rock,The clinics provide health services for low-income people who live in Los Angeles County and weight management program for eligible youth age 6 to 17 who live the Echo Park area of Los Angeles.,Health and Mental Health,Health Centers, ,4448 York Blvd, ,Los Angeles,CA,90041,"Monday through Friday, 9:00am to 6:00pm.","Administrative (323) 344-5233, Referrals to all clinics Service/Intake (800) 454-1800",www.queenscarefamilyclinics.org/, , , ,http://egis3.lacounty.gov/lms/?p=70650, ,211, ,publish, ,34.12363,-118.21892,2010-11-01 00:00:00,6495412.06942,1867442.93206,1,IN
-118.2038285140547,34.07604806542735,155.0,155.0,40281522.0,1100.0,St. John'S Well Child And Family Center - Lincoln Heights Clinic,"Primary Care

Dental Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,2512 Alta St., ,Los Angeles,CA,90031,"Monday - Thursday: 8:00AM - 5:30PM  Saturday: 8:00AM - 4:00PM  DENTAL HOURS  Monday - Thursday: 9:00AM - 5:00PM  Saturday: 8:00AM - 4:00PM
","Service/Intake (323) 441-2139,  FAX (323) 441-9216",www.wellchild.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=1100,LA County,LA County Department of Health Services, ,publish, ,34.07605,-118.20384,2011-10-13 00:00:00,6499943.35892,1850119.5776,1,IN
-118.42767071655163,34.2009669148669,158.0,158.0,40280832.0,26755.0,Sher-Wood Hospital, ,Health and Mental Health,Health Centers, ,13524 Sherman Way, ,Van Nuys,CA,91405, , , , , , ,http://egis3.lacounty.gov/lms/?p=26755, ,HSIP Freedom Gnis_structures,1661432,publish, ,34.20097,-118.42768,2011-05-03 00:00:00,6432350.9544,1895791.63356,1,IN
-118.25675725059502,34.003053172696724,161.0,161.0,40281528.0,1110.0,South Central Family Health Center - Accelerated School,"Primary Care<br />Language(s): English, Interpreter Services Available, Spanish",Health and Mental Health,Health Centers, ,4425 S. Central Ave., ,Los Angeles,CA,90011,"Tuesday, & Thursday: 1:00PM - 5:00PM  Wednesday: 8:00AM - 4:00PM
","Service/Intake (323) 908-4200,  Administrative (323) 908-4245, Appointments Service/Intake (323) 908-4201, Volunteer Intake Service/Intake (323) 908-4233, Front Office FAX FAX (323) 908-4260, Administration FAX FAX (323) 908-4256",www.scfhc.org, ,"Language(s): English, Interpreter Services Available, Spanish,", ,http://egis3.lacounty.gov/lms/?p=1110,LA County,LA County Department of Health Services, ,publish, ,34.00306,-118.25677,2011-10-13 00:00:00,6483845.63718,1823593.37868,1,IN
-118.26861501234542,33.988448147260975,166.0,166.0,40286673.0,71664.0,Special Service For Groups - Weber Community Center,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los An",Health and Mental Health,Health Centers, ,5849 Crocker St,Unit L,Los Angeles,CA,90003,"Monday through Friday, 8:30am to 4:30pm.","Service/Intake (323) 234-4445,  FAX (323) 234-4477",ssgmain.org/, , , ,http://egis3.lacounty.gov/lms/?p=71664, ,211, ,publish, ,33.98846,-118.26863,2010-11-01 00:00:00,6480236.91736,1818288.00051,1,IN
-118.31396196788775,34.08364467664602,168.0,168.0,40222829.0,1182.0,Saban Free Clinic - Hollywood Wilshire Health Center,"The clinic provides counseling services, dental services, health services, HIV/AIDS, and youth services for people of all ages in Los Angeles County.",Health and Mental Health,Health Centers, ,5205 Melrose Ave., ,Los Angeles,CA,90038, ,"Appointments Service/Intake (323) 653-1990,  Administrative (323) 653-8622",www.thesabanfreeclinic.org, , , ,http://egis3.lacounty.gov/lms/?p=1182,www.thesabanfreeclinic.org,211, ,publish, ,34.08365,-118.31397,2013-06-01 00:00:00,6466600.55421,1852970.71231,1,IN
-118.32146290051011,34.101818718742784,170.0,170.0,40222832.0,1183.0,Saban Free Clinic - Hollywood Health Center,"The clinic provides counseling services, dental services, health services, HIV/AIDS, and youth services for people of all ages in Los Angeles County.",Health and Mental Health,Health Centers, ,6043 Hollywood Blvd., ,Los Angeles,CA,90028, ,"Appointments Service/Intake (323) 653-1990,  Administrative (323) 462-8632,  FAX (323) 462-6731",www.thesabanfreeclinic.org, , , ,http://egis3.lacounty.gov/lms/?p=1183, ,211, ,publish, ,34.10182,-118.32147,2013-06-01 00:00:00,6464350.12269,1859591.35557,1,IN
-118.21026943464182,34.127217153100666,171.0,171.0,40280845.0,27379.0,Emmons Health And Counseling Center, ,Health and Mental Health,Health Centers, , , , , , , , , , , , ,http://egis3.lacounty.gov/lms/?p=27379,LA County,HSIP Freedom Gnis_structures,2104710,publish, ,34.12722,-118.21028,2011-05-03 00:00:00,6498031.75611,1868745.53805,1,IN
-118.28534164293566,34.023619581797114,174.0,174.0,40280849.0,27558.0,Claire Zellerbach Saroni Student Health Center, ,Health and Mental Health,Health Centers, , , , , , , , , , , , ,http://egis3.lacounty.gov/lms/?p=27558,LA County,HSIP Freedom Gnis_structures,1657477,publish, ,34.02362,-118.28535,2011-05-03 00:00:00,6475204.17053,1831100.30199,1,IN
-118.3603419860068,34.05694564215523,175.0,175.0,40282571.0,1315.0,Olympia Medical Center,"The medical center provides hospital services, safe haven services, and self-help groups for people of all ages in Los Angeles.",Health and Mental Health,Health Centers, ,5900 W. Olympic Blvd., ,Los Angeles,CA,90036,"Monday through Friday, 9:00am to 5:00pm.","Service/Intake (310) 657-5900,  FAX (323) 932-5163",http://www.olympiamc.com, , , ,http://egis3.lacounty.gov/lms/?p=1315, ,211, ,publish, ,34.05695,-118.36036,2013-05-24 00:00:00,6452519.74149,1843300.62831,1,IN
-118.27513678130812,34.025197970673446,179.0,179.0,40287457.0,27739.0,LA County DHS H. Claude Hudson Comprehensive Health Center,"Built in 1979, the main health center is an 89,800 square foot, two-story building with 77 examination rooms. In 1988 the Board of Supervisors ordered implementation of Urgent Care services to reduce the County's overwhelming demand for emergency room se",Health and Mental Health,Health Centers, ,2829 S. Grand Ave, ,Los Angeles,CA,90007,"Mon.-Fri.8:00-8:30   
7 days a week 7:00am -12 Midnight","Urgent Care: (213) 744-3701
LAC Network Appts: (800) 383-4600
LAC Network General Info: (800) 341-9211

",http://www.uscdem.org/pages3-19/HudsonUrgentCare, ,"Language(s): Interpreter Services Available,", ,http://egis3.lacounty.gov/lms/?p=27739,Comprehensive Health Center,LA County Department of Health Services, ,publish, ,34.0252,-118.27515,2013-08-30 00:00:00,6478297.21848,1831665.98294,1,IN
-118.19126108322982,34.11015679091945,180.0,180.0,40222842.0,1189.0,Northeast Community Clinic - Women's Health Center,The clinic provides health and family planning services for people of all ages.,Health and Mental Health,Health Centers, ,5820 N. Figueroa St., ,Los Angeles,CA,90042,"Monday through Friday, 8:00am to 5:30pm.","Service/Intake (323) 255-6000,  FAX (323) 255-6002",www.neccmed.org, , , ,http://egis3.lacounty.gov/lms/?p=1189,www.neccmed.org,211, ,publish, ,34.11016,-118.19128,2013-06-01 00:00:00,6503770.34273,1862524.08494,1,IN
-118.4026795853474,34.28073160298922,181.0,181.0,40222074.0,753.0,Pacoima Health Center, ,Health and Mental Health,Health Centers, ,3300 Van Nuys Blvd., ,Pacoima,CA,91331, ,(818) 896-1903 (Primary), , , , ,http://egis3.lacounty.gov/lms/?p=753,LA County,Current Services Locator, ,publish, ,34.28074,-118.40269,2010-11-01 00:00:00,6440022.69431,1924789.20122,1,IN
-118.30853614357164,34.016650495096194,185.0,185.0,40287721.0,72794.0,Ruth Temple Health Center, ,Health and Mental Health,Health Centers, ,3834 S. Western Avenue, ,Los Angeles,CA,90062, ,(323) 730-3507, , , , ,http://egis3.lacounty.gov/lms/?p=72794,Ruth Temple Health Center, , ,publish, ,34.01666,-118.30855,2013-12-18 00:00:00,6468168.39458,1828586.40905,1,IN
-118.27256759959552,34.029754287074695,186.0,186.0,40222077.0,756.0,St. John'S Well Child And Family Center, ,Health and Mental Health,Health Centers, ,2300 S. Flower St.,Ste. 303,Los Angeles,CA,90007, ,(323) 541-1600 (Primary), , , , ,http://egis3.lacounty.gov/lms/?p=756,LA County,Current Services Locator, ,publish, ,34.02976,-118.27258,2010-11-01 00:00:00,6479080.68804,1833321.21126,1,IN
-118.27559492210301,34.02704435059283,189.0,189.0,40222078.0,757.0,St. John'S Well Child And Family Center, ,Health and Mental Health,Health Centers, ,515 W. 27Th St., ,Los Angeles,CA,90007, ,(213) 749-0947 (Primary), , , , ,http://egis3.lacounty.gov/lms/?p=757,LA County,Current Services Locator, ,publish, ,34.02705,-118.2756,2010-11-01 00:00:00,6478161.67643,1832338.21126,1,IN
-118.28629385713688,34.03946170076196,193.0,193.0,40283625.0,70211.0,St. John's Well Child And Family Center,"The center provides counseling, dental services, health services for low-income people of all ages who live in the Los Angeles County area.",Health and Mental Health,Health Centers, ,1910 Magnolia Ave, ,Los Angeles,CA,90007,"Monday, Wednesday, and Friday, 8:00am to 5:00pm; Tuesday and Thursday, 8:00am to 7:00pm; Saturday, 7:30am to 3:30pm.","FAX (213) 749-7354,  Administrative (323) 541-1600,  Service/Intake (213) 749-0947, Scheduling line for all clinics Service/Intake (323) 541-1411",www.wellchild.org, , , ,http://egis3.lacounty.gov/lms/?p=70211, ,211, ,publish, ,34.03947,-118.28631,2010-11-01 00:00:00,6474931.4575,1836867.22877,1,IN
-118.27375337577058,33.9883215246409,194.0,194.0,40284139.0,70389.0,Los Angeles County Department Of Health Services - Hubert H. Humphrey Comprehensive Health Center,The center provides health services for people who are primarily in Central Los Angeles and do not have a family doctor or dentist.,Health and Mental Health,Health Centers, ,5850 S Main St, ,Los Angeles,CA,90003,"Monday through Friday, 8:00am to 5:00pm; urgent care is avaiable Monday through Sunday, 8:00am to 12:00am.","Urgent Care Service/Intake (323) 846-4269, Pediatrics Service/Intake (323) 846-4236, Women's Health Service/Intake (323) 846-4065, HIV Clinic Service/Intake (323) 846-4219, Special Clinics Service/Intake (323) 846-4468, Adult Clinic Service/Intake (323)",www.ladhs.org, , , ,http://egis3.lacounty.gov/lms/?p=70389, ,211, ,publish, ,33.98832,-118.27376,2010-11-01 00:00:00,6478680.97198,1818244.55014,1,IN
-118.28724607133803,33.990198499442585,203.0,203.0,40283642.0,70213.0,St. John's Well Child And Family Center - Dr. Louis C. Frayser Community Clinic,"The center provides counseling, dental services, health services for low-income people of all ages who live in the Los Angeles County area.",Health and Mental Health,Health Centers, ,5701 S Hoover St, ,Los Angeles,CA,90037,"Monday through Friday, 8:00am to 5:00pm; Saturday, 7:30am to 3:30pm.","FAX (323) 541-1401, Services for Children Service/Intake (323) 541-1400, Counseling for Children Service/Intake (323) 541-1616, Counseling for adults Service/Intake (323) 541-1400 Ext.1104, Scheduling line for all clinics Service/Intake (323) 541-1411",www.wellchild.org, , , ,http://egis3.lacounty.gov/lms/?p=70213, ,211, ,publish, ,33.9902,-118.28725,2015-03-11 00:00:00,6474593.1104,1818939.57106,1,IN
