Long,Lat,YR_File,File_Date,Case_Num,Loc_Addr,City,State,Zip,Dec_Date,Decision,Rec_Loc,Fil_Loc,Descript,addrtype,addrlocat
-118.32330444684261,34.07693350377506,2004,2004-10-27,ZA-2004-6678-CU,324 N LARCHMONT    BLVD,Los Angeles,CA,90004,2005-05-05,WITHDRAWN,RECORDS CENTER,PIPER TECH 755042,"A CONDITIONAL USE TO ALLOW THE CONSTRUCTION, USE AND MAINTENANCE OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING BUILDING, SAID FACILITY CONSISTING OF THREE (3) ARRAYS OF FOUR (4) PANEL ANTENNAS, A SHELTER FOR ASSOCIATED SU",street_address,ROOFTOP
-118.3240230990699,34.079388872616356,2002,2002-12-05,ZA-2002-3328-CU,515 N LARCHMONT    BLVD,Los Angeles,CA,90004,2002-11-14,DENIED,RECORDS CENTER,PIPER TECH 725586,TO PERMIT THE CONSTRUCTION OF AN UNMANNED WIRELESS COMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.44671500057494,34.27220252336255,2006,2006-08-16,ZA-2006-7221-CU,11115 N LAUREL CANYON   BLVD,Los Angeles,CA,91340,2007-01-29,APPROVED,RECORDS CENTER,PIPER TECH 772913,"INSTALLATION OF A NEW WIRELESS MONOPALM, 50' IN HEIGHT, IN THE [Q]C2-1VL ZONE.",street_address,ROOFTOP
-118.44975130623527,34.27472644907883,2001,2002-07-16,ZA-2001-5735-CU,11273 N LAUREL CANYON   BLVD,Los Angeles,CA,91340,2002-06-18,APPROVED,RECORDS CENTER,PIPER TECH 714849,"CONDITIONAL USE PERMIT AND A HEIGHT VARIANCE TO PERMIT A WIRELESS TELECOMMUNICATIONS FACILITY ON A COMMERCIAL CORNER LOT, CONSISTING OF A 67 FOOT TALL ""MONOPINE"""" AND A RELATED EQUIPMENT SHELTER",premise,ROOFTOP
-118.37306213042997,34.11412099194053,2001,2002-07-02,ZA-2001-5092-CU,2360 N LAUREL CANYON   BLVD,Los Angeles,CA,90046,2002-06-14,DENIED,RECORDS CENTER,PIPER TECH 714821,"TO ALLOW THE CONSTRUCTION, USE AND MAINTENANCE OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY IN THE R1-1 ZONE.  ALSO, REQUESTING A ZONING ADMINISTRATOR'S DETERMINATION TO ENCROACH INTO THE REQUIRED FRONT YARD SETBACK.",street_address,ROOFTOP
-118.39683155284776,34.16557923210955,2001,2002-05-10,ZA-2001-1656-CU,5221 N LAUREL CANYON   BLVD,Los Angeles,CA,91607,2001-10-31,APPROVED,RECORDS CENTER,PIPER TECH,"CONDITIONAL USE TO CONSTRUCT, OPERATE AND MAINTAIN AN UNSTAFFED WIRELESS TELECOMMUNICATIONS FACILITY.",street_address,ROOFTOP
-118.396310529983,34.19367062788121,2005,2005-06-24,ZA-2005-4154-CU,6746 N LAUREL CANYON   BLVD,Los Angeles,CA,91606,2005-12-12,APPROVED,RECORDS CENTER,PIPER TECH 764311,WIRELESS TELECOMMUNICATIONS FACILITY,street_address,ROOFTOP
-118.39595120386936,34.20898318646991,2004,2004-03-25,ZA-2004-1792-CU,7600 N LAUREL CANYON   BLVD,Los Angeles,CA,91605,2004-07-21,APPROVED,RECORDS CENTER,PIPER TECH 740177,INSTALLATION OF A MONOPALM AND RELATED WIRELESS TELECOM FACILITY IN C2-1VL ZONE.,premise,ROOFTOP
-118.39595120386936,34.20898318646991,2007,2007-03-23,ZA-2007-1441-CU,7600 N LAUREL CANYON   BLVD,Los Angeles,CA,91605,2008-01-17,APPROVED,RECORDS CENTER,PIPER TECH 784281,ROOF-MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 12 ANTENNAS AND 6 ASSOCIATED EQUIPMENT CABINETS,premise,ROOFTOP
-118.39704714851597,34.216218721318384,2006,2006-03-02,ZA-2006-1562-CU,8001 N LAUREL CANYON   BLVD,Los Angeles,CA,91605,2006-11-01,PARTIALLY APPROVED,RECORDS CENTER,PIPER TECH 765650,50-FOOT HIGH MONOPALM FOR WIRELESS COMMUNICATIONS,premise,ROOFTOP
-118.26846229874711,34.124004653960974,2002,2005-10-06,ZA-2002-3298-CU-PA2,3171 N LOS FELIZ   BLVD,Los Angeles,CA,90039,2006-01-04,APPROVED,RECORDS CENTER,PIPER TECH 725584,COLOCATE 2 WIRELESS SECTORS.,premise,ROOFTOP
-118.26846229874711,34.124004653960974,2002,2006-08-30,ZA-2002-3298-CU-PA3,3171 N LOS FELIZ   BLVD,Los Angeles,CA,90039,2006-10-25,APPROVED,RECORDS CENTER,PIPER TECH 725584,CO-LOCATE ROOF MOUNTED WIRELESS ANTENNA.,premise,ROOFTOP
-118.26846229874711,34.124004653960974,2002,2007-11-16,ZA-2002-3298-CU-PA4,3171 N LOS FELIZ   BLVD,Los Angeles,CA,90039,2008-03-12,APPROVED,RECORDS CENTER,PIPER TECH 725584,CO LOCATE WIRELESS ANTENNA ON ROOFTOP,premise,ROOFTOP
-118.26897433845905,34.12288173773994,2001,2001-11-02,ZA-2001-2693-CU,3222 N LOS FELIZ   BLVD,Los Angeles,CA,90039,2001-10-16,WITHDRAWN,RECORDS CENTER,PIPER TECH 711935,"REQUEST TO INSTALL AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON A 45' MONOPINE STRUCTURE WITH ACCOMPANYING RADIO TRANSMISSION AND RECEPTION EQUIPMENT LOCATED ON AN ADJACENT, FENCED, CONCRETE PAD.",premise,ROOFTOP
-118.5372472149085,34.25610700352256,2002,2002-10-07,ZA-2002-2436-CU-ZV,10201 N RESEDA    BLVD,Los Angeles,CA,91324,2002-09-11,PARTIALLY APPROVED,RECORDS CENTER,PIPER TECH 725560,VERIZON WIRELESS COMMUNICATION FACILITY MONOPOLE DISGUISED AS FLAGPOLE.,street_address,ROOFTOP
-118.53519905606066,34.26419226912949,2002,2002-11-15,ZA-2002-2148-CU,10650 N RESEDA    BLVD,Los Angeles,CA,91326,2002-10-29,APPROVED,RECORDS CENTER,PIPER TECH 722542,REQUEST FOR AN INTEGRATED ROOFTOP WIRELESS TELECOMMUNICATIONS INSTALLATION WITH ANTENNAS AN NECESSARY CABINETS.,premise,ROOFTOP
-118.53519905606066,34.26419226912949,2005,2005-07-26,ZA-2005-4968-CU,10650 N RESEDA    BLVD,Los Angeles,CA,91326,2006-09-20,TERMINATED,RECORDS CENTER,PIPER TECH 764330,WIRELESS TELECOMMUNICATIONS FACILITY,premise,ROOFTOP
-118.53647466376414,34.19485947533303,2006,2006-05-23,ZA-2006-4444-CU-ZV,6827 N RESEDA    BLVD,Los Angeles,CA,91335,2006-10-26,APPROVED,RECORDS CENTER,PIPER TECH 765700,INSTALLATION OF WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING PACIFIC BELL SWITCH BUILDING.,street_address,ROOFTOP
-118.53647466376414,34.19485947533303,2006,2007-01-24,ZA-2006-4444-CU-ZV-PA1,6827 N RESEDA    BLVD,Los Angeles,CA,91335,2007-07-26,APPROVED,RECORDS CENTER,PIPER TECH 765700,A PLAN APPROVAL TO ALLOW THE RELOCATION OF ASSOCIATED EQUIPMENT FROM THE GROUND TO THE ROOFTOP IN CONJUNCTION WITH A PREVIOUSLY APPROVED WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,ROOFTOP
-118.53645669745845,34.23449793584625,2002,2002-09-03,ZA-2002-1571-CU,9029 N RESEDA    BLVD,Los Angeles,CA,91324,2002-08-09,APPROVED,RECORDS CENTER,PIPER TECH 722520,TO PERMIT A ROOFTOP WIRELESS TELECOMMUNICATIONS INSTALLATION FACILITY.,premise,ROOFTOP
-118.47886570459359,34.125633227808244,2002,2002-12-31,ZA-2002-4985-CU,5170 N SEPULVEDA    BLVD,Los Angeles,CA,91403,2002-12-11,APPROVED,RECORDS CENTER,PIPER TECH 725630,CONDITIONAL USE FOR VERIZON WIRELESS TO PUT A SCREENED FACILITY ATOP AN EXISTING ROOF OF AN OFFICE BUILDING.,street_address,RANGE_INTERPOLATED
-118.3946935624716,33.98064933154937,2005,2005-01-31,ZA-2005-529-CU,6440 N SEPULVEDA    BLVD,Los Angeles,CA,91411,2005-05-06,APPROVED,RECORDS CENTER,PIPER TECH 763748,57' TALL WIRELESS FACILITY WITH 3 PANEL ANTENNAS FLUSH MOUNTED TO THE POLE AT A MAXIMUM HEIGHT OF 57'.,street_address,RANGE_INTERPOLATED
-118.39610391746761,33.964341759346816,2002,2002-12-02,ZA-2002-1767-CU,8202 N SEPULVEDA    BLVD,Los Angeles,CA,91402,2002-08-27,APPROVED,RECORDS CENTER,PIPER TECH 722530,WIRELESS TELECOMMUNICATIONS FACILITY MONOPOLE.,street_address,RANGE_INTERPOLATED
-118.36929818938953,34.218239211450474,2007,2007-02-08,ZA-2007-676-CU,8140 N SUNLAND    BLVD,Los Angeles,CA,91352,2007-05-21,APPROVED WITH CONDITIONS,RECORDS CENTER,PIPER TECH 784249,CONSTRUCTION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTIN 24-FOOT AND 6-INCH HIGH COMMERCIAL BUILDING,premise,ROOFTOP
-118.36772613764235,34.23602040576569,2002,2003-02-04,ZA-2002-1793-CU,9201 N SUNLAND    BLVD,Los Angeles,CA,91352,2003-01-15,TERMINATED,RECORDS CENTER,PIPER TECH 722532,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY,street_address,ROOFTOP
-118.35699126999708,34.247516021449854,2000,2002-02-21,ZA-2000-5426-CU,9687 N SUNLAND    BLVD,Los Angeles,CA,91040,2002-01-10,PARTIALLY APPROVED,RECORDS CENTER,PIPER TECH 649424,"REQUEST TO INSTALL AN UNMANNED WIRELESS TELECOMMUNICATION FACILIY ON A 60-FOOT HIGH MONOPINE STRUCTURE WITH ACCOMPANYING RADIO TRANSMISSION AND RECEPTION EQUIPMENT LOCATED AN ADJACENT, FENCED CONCRETE PAD.",street_address,ROOFTOP
-118.60555510911298,34.26661992443929,2004,2004-03-04,ZA-2004-1308-CU,10824 N TOPANGA CANYON   BLVD,Los Angeles,CA,91311,2004-06-17,APPROVED,RECORDS CENTER,PIPER TECH 740154,"CONDITIONAL USE TO ALLOW UNSTAFFED WIRELESS TELECOM FACILITY, INCLUDING A 50-FOOT HIGH MONOPALM IN A2-1 ZONE.",street_address,ROOFTOP
-118.60543832812597,34.14669031561736,2002,2002-11-12,ZA-2002-6496-CU,4280 N TOPANGA CANYON   BLVD,Los Angeles,CA,91364,2003-04-28,APPROVED,RECORDS CENTER,PIPER TECH 726190,"INSTALL WIRELESS TELECOMMUNICATIONS ANTENNAS WITH NECESSARY BTS CABINETS ON CEMENT SLAB IN THE RE15-1-H ADJACENT TO AN EXISTING WATER TANK.  THERE ARE A TOTAL OF 6 ANTENNAS AND 4 BTS CABINETS, AND THE MAXIMUM HEIGHT OF ANTENNAS IS NOT TO EXCEED 13 FEET A",street_address,RANGE_INTERPOLATED
-118.6062827444931,34.15668167384255,2002,2002-08-26,ZA-2002-1568-CU,4881 N TOPANGA CANYON   BLVD,Los Angeles,CA,91364,2002-08-08,DENIED,RECORDS CENTER,PIPER TECH 722520,TO PERMIT A ROOF-MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.6062827444931,34.15668167384255,2005,2005-09-16,ZA-2005-6560-CU,4881 N TOPANGA CANYON   BLVD,Los Angeles,CA,91364,2006-06-23,APPROVED,RECORDS CENTER,PIPER TECH 764427,ROOFTOP WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.60651630646697,34.18632169258892,2002,2002-11-01,ZA-2002-1165-CU,6355 N TOPANGA CANYON   BLVD,Los Angeles,CA,91367,2002-10-15,APPROVED,RECORDS CENTER,PIPER TECH 722508,"CONDITIONAL USE AND PROJECT PERMIT TO ALLOW A WIRELESS TELECOMMUNICATIONS FACILITY IN THE WARNER CENTER SPECIFIC PLAN.  ALSO, A SPECIFIC PLAN EXCEPTION FOR HEIGHT.",premise,ROOFTOP
-118.60614799720047,34.19569908874732,2001,2002-01-25,ZA-2001-3724-CU,6901 N TOPANGA CANYON   BLVD,Los Angeles,CA,91303,2002-01-07,APPROVED,RECORDS CENTER,PIPER TECH 714771,REQUEST AN UNMANNED ROOF-MOUNTED WIRELESS FACILITY.,street_address,ROOFTOP
-118.60688461573345,34.221804664069595,2001,2001-07-11,ZA-2001-9999-CU,8399 N TOPANGA CANYON   BLVD,Los Angeles,CA,91304,2001-06-15,APPROVED,RECORDS CENTER,PIPER TECH 714864,REQUEST FOR THE  INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.60634562656296,34.24490216922631,2003,2003-10-05,ZA-2003-6507-CU,9600 N TOPANGA CANYON   BLVD,Los Angeles,CA,91311,2003-12-18,APPROVED,RECORDS CENTER,PIPER TECH 730866,"UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY, ROOF MOUNTED.",premise,ROOFTOP
-118.2744810111507,34.24346897147625,2005,2005-09-15,APCNV-2005-6503-CU-SPE,10189 N TUJUNGA CANYON   BLVD,Los Angeles,CA,91042,2006-11-15,APPROVED WITH CONDITIONS,RECORDS CENTER,PIPER TECH 779588,WIRELESS TELECOMMUNICATIONS FACILITY,street_address,RANGE_INTERPOLATED
-118.44930214859318,34.17001651096403,2002,2002-12-31,ZA-2002-2414-CU,5455 N VAN NUYS   BLVD,Los Angeles,CA,91411,2002-12-05,APPROVED,RECORDS CENTER,PIPER TECH 722555,REQUEST FOR THE INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.44822417025225,34.19632322073545,2002,2002-11-06,ZA-2002-1782-CU,6920 N VAN NUYS   BLVD,Los Angeles,CA,91405,2002-10-18,APPROVED,RECORDS CENTER,PIPER TECH 722531,TO PERMIT THE CONSTRUCTION AND OPERATION OF A ROOFTOP WIRELESS TELECOMMUNICATIONS FACILITY.  TWO SECTORS OF ANTENNAS WILL BE LOCATED ON AN EXISTING ROOFTOP EQUIPMENT SCREEN.  THE TOP OF THE NORTH SECTOR WILL BE LOCATED EVEN WITH THE TOP OF THE BUILDING'S,premise,ROOFTOP
-118.4477480631517,34.19905745880189,2001,2001-02-28,ENV-2001-984-CU,7062 N VAN NUYS   BLVD,Los Angeles,CA,91405, , , , ,"REQUEST TO INSTALL A WIRELESS TELECOMMUNICATIONS FACILITY WITH FREE STANDING MONOPOLE STRUCTURE AT 60 FEET HIGH WITH 12 PANEL ANTENNA, 1 GPS ANTENNA AND UP TO 6 EQUIPMENT CABINETS IN THE C2-1L ZONE.",street_address,ROOFTOP
-118.4477480631517,34.19905745880189,2001,2001-09-08,ZA-2001-983-CU,7062 N VAN NUYS   BLVD,Los Angeles,CA,91405,2001-07-18,APPROVED,RECORDS CENTER,PIPER TECH 711870,"REQUEST TO INSTALL A WIRELESS TELECOMMUNICATIONS FACILITY WITH FREE STANDING MONOPOLE STRUCTURE AT 60 FEET HIGH WITH 12 PANEL ANTENNA, 1 GPS ANTENNA AND UP TO 6 EQUIPMENT CABINETS IN THE C2-1L ZONE.",street_address,ROOFTOP
-118.4477480631517,34.19905745880189,2001,2009-04-30,ZA-2001-983-CU-PA1,7062 N VAN NUYS   BLVD,Los Angeles,CA,91405,2009-10-16,TERMINATED,RECORDS CENTER,PIPER TECH 711870,PROPOSED EXCHANGE OF ANTENNA ARRAY TO AN EXISTING WIRELESS TELECOMMUNICATIONS FACILITY  MOUNTED ON A 57-FOOT MONOPALM TO UPGRADE SERVICE,street_address,ROOFTOP
-118.44993096929207,34.21926429453378,2003,2003-12-16,ZA-2003-8988-CU,8155 N VAN NUYS   BLVD,Los Angeles,CA,91402,2004-03-31,DENIED,RECORDS CENTER,PIPER TECH 730915,TO LEGALIZED AND TO  CONTINUE USE AND OPERATION OF AN UNMANNED WIRELESS FACILITY.,street_address,ROOFTOP
-118.44993096929207,34.21926429453378,2004,2004-12-22,ZA-2004-7780-CU,8155 N VAN NUYS   BLVD,Los Angeles,CA,91402,2005-05-04,DENIED,RECORDS CENTER,PIPER TECH 755090,A CONDITIONAL USE TO PERMIT THE CONTINUED USE AND MAINTENANCE OF AN EXISTING UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 13 ANTENNAS OF VARYING HEIGHTS AND FIVE (5) RELATED TRANSMITTER AND RECEIVER UNITS MOUNTED ON THECENTER OF THE BUILDI,street_address,ROOFTOP
-118.44943689588581,34.23614665813256,2004,2005-08-31,ZA-2004-822-CU-PA1,9118 N VAN NUYS   BLVD,Los Angeles,CA,91402,2005-10-07,APPROVED,RECORDS CENTER,PIPER TECH 740135,CO-LOCATION OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON AN EXISTING 45-FOOT HIGH SPRINT PCS MONOPINE WITH ASSOCIATED EQUIPMENT TO BE LOCATED AT THE BASE OF THE POLE.,street_address,ROOFTOP
-118.44943689588581,34.23614665813256,2004,2011-07-14,ZA-2004-822-CU-PA2,9118 N VAN NUYS   BLVD,Los Angeles,CA,91402,2011-09-28,APPROVED WITH CONDITIONS,RECORDS CENTER,PIPER TECH 740135,"PROPOSED WIRELESS FACILITY CONSISTING OF 12 PANEL ANTENNAS ON 3 SECTORS AS A CO-LOCATION ON AN EXISTING MONOPINE FACILITY, WITH EXTENSION OF 10 FT. IN HEIGHT TO 60 FT. AND RELATED EQUIPMENT FACILITY, INCLUDING 4 CABINETS, TO BE LOCATED AT GRADE WITHIN A",street_address,ROOFTOP
-118.44961655894265,34.24490216922631,2002,2007-10-15,ZA-2002-2123-CU-PA1,9612 N VAN NUYS   BLVD,Los Angeles,CA,91402,2008-03-03,APPROVED,RECORDS CENTER,PIPER TECH 722542,"APPROVAL OF PLANS TO ALLOW THE INSTALLATION, USE AND MAINTENANCE OF A PERMANENT EMERGENCY STANDBY GENERATOR AT THE SITE OF A PREVIOUSLY APPROVED VERIZON WIRELESS TELECOMMUNICATION FACILITY.",premise,ROOFTOP
-118.2092363720651,34.122123203111514,2002,2002-09-27,ZA-2002-2152-CU,4855 N YORK    BLVD,Los Angeles,CA,90042,2002-07-30,APPROVED,RECORDS CENTER,PIPER TECH 722542,REQUEST TO INSTALL WIRELESS COMMUNICATIONS ANTENNAS WITH NECESSARY CABINETS.,premise,ROOFTOP
-118.27480440465295,34.07288571005485,2005,2005-09-02,ZA-2005-6176-CU,307 N RAMPART    BYPS,Los Angeles,CA,90026,2006-03-22,APPROVED,RECORDS CENTER,PIPER TECH 764418,ROOF MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,ROOFTOP
-118.44251986819806,34.119505462720866,2002,2003-02-14,ZA-2002-6240-CU,2660 N ANGELO    DR,Los Angeles,CA,90077,2003-01-28,WITHDRAWN,RECORDS CENTER,PIPER TECH 726184,"TO PERMIT A WIRELESS TELECOMMUNICATIONS FACILITY, INCLUDING RADIO OR TELEVISION TRANSMITTERS IN THE A, R, C, AND MR ZONES.",street_address,ROOFTOP
-118.50134155300222,34.04979321811564,2002,2002-09-11,ZA-2002-5107-CU,1250 N CAPRI    DR,Los Angeles,CA,90272,2003-03-07,APPROVED,RECORDS CENTER,PIPER TECH 725633,TO PERMIT THE INSTALLATION AND OPERATION OF A WIRELESS COMMUNICATIONS FACILITY.,street_address,ROOFTOP
-118.38141646257225,34.11938647259586,2001,2002-07-10,ZA-2001-5600-CU,2693 N CARMAR    DR,Los Angeles,CA,90046,2002-06-21,WITHDRAWN,RECORDS CENTER,PIPER TECH 714842,"TO PERMIT THE CONSTRUCTION, USE AND MAINTENANCE OF A WIRELESS TELECOMMUNICATIONS FACILITY.",premise,ROOFTOP
-118.23376936247438,34.10744942492565,2001,2002-01-30,ZA-2001-3674-CU,2266 N CAZADOR    DR,Los Angeles,CA,90065,2002-01-09,WITHDRAWN,RECORDS CENTER,PIPER TECH 714769,TO PERMIT A WALL MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY ON AN EXISTING APARTMENT BUILDING.,premise,ROOFTOP
-118.32664617969952,34.11897744276396,2007,2007-05-16,ZA-2007-2320-CU,2799 N CRESTON    DR,Los Angeles,CA,90068,2007-10-31,APPROVED,RECORDS CENTER,PIPER TECH 787337,PROPOSED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF A 50-FOOT MONOPOLE (DISGUISED AS A BROADLEAF TREE) AND 6 GROUND-BASED CABINETS,street_address,RANGE_INTERPOLATED
-118.32323258161983,34.127715376986856,2002,2003-03-11,ZA-2002-2452-CU,3315 N DURRAND    DR,Los Angeles,CA,90068,2003-02-20,DENIED,RECORDS CENTER,PIPER TECH 725561,REQUEST FOR THE INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,RANGE_INTERPOLATED
-118.52767117397975,34.15200580585726,2004,2004-06-30,ZA-2004-4126-CU,4401 N GABLE    DR,Los Angeles,CA,91316,2004-11-16,APPROVED,RECORDS CENTER,PIPER TECH 743428,T-MOBILE UNMANNED WIRELESS FACILITY.,street_address,RANGE_INTERPOLATED
-118.30395473562265,34.10431055699932,2000,2001-04-03,ZA-2000-5163-CU,1825 N KINGSLEY    DR,Los Angeles,CA,90027,2001-03-15,APPROVED,RECORDS CENTER,PIPER TECH 649413,TO PERMIT AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.46481605354998,34.11071461655385,2000,2000-11-17,ENV-2000-4914-CE-CU,2144 N LINDA FLORA   DR,Los Angeles,CA,90077, , , , ,REQUEST FOR A WIRELESS ANTENNA FACILITY ON PRIVATE PROPERTY.,premise,ROOFTOP
-118.46481605354998,34.11071461655385,2000,2001-03-28,ZA-2000-4913-CU,2144 N LINDA FLORA   DR,Los Angeles,CA,90077,2001-03-09,APPROVED,RECORDS CENTER,PIPER TECH 648919,REQUEST FOR A WIRELESS ANTENNA FACILITY ON PRIVATE PROPERTY.,premise,ROOFTOP
-118.4728290258843,34.12778230235975,2003,2003-06-05,ZA-2003-3971-CU,15601 N MULHOLLAND    DR,Los Angeles,CA,90077,2005-08-17,TERMINATED,RECORDS CENTER,PIPER TECH 729011,WIRELESS TELECOMMUNICATIONS FACILITY,street_address,RANGE_INTERPOLATED
-118.55287790085214,34.051586962833,2003,2003-08-29,ZA-2003-6082-CU,1367 N PALISADES    DR,Los Angeles,CA,90272,2004-01-06,APPROVED,RECORDS CENTER,PIPER TECH 730856,Co-location of a wireless telecommunications facility in an existing monopine rsulting in an increase in height of the monopine.  Existing height is 35 feet and proposed height is 41 feet and 8 inches.,street_address,RANGE_INTERPOLATED
-118.55158432684304,34.04578878801109,2001,2001-12-14,ZA-2001-962-CU,540 N PALISADES    DR,Los Angeles,CA,90272,2001-11-27,APPROVED,RECORDS CENTER,PIPER TECH 711869,REQUEST FOR A WIRELESS TELECOMMUNICATIONS FACILITIES.,street_address,ROOFTOP
-118.5529048503107,34.048230173104976,2002,2002-10-23,ZA-2002-2649-CU,701 N PALISADES    DR,Los Angeles,CA,90272,2002-10-04,WITHDRAWN,RECORDS CENTER,PIPER TECH 725571,ROOF-MOUNTED WIRELESS TELECOMMUNICATION FACILITY WITH ANTENNAS BEHIND EXISTING PARAPET ON ROOF WITH EQUIPMENT ON ROOF AT 35 FEET HIGH IN THE RE40-1-H ZONE.,street_address,ROOFTOP
-118.51335202835095,34.04990486308518,2002,2002-11-12,ZA-2002-3125-CU-ZAA,1068 N VILLA GROVE   DR,Los Angeles,CA,90272, , ,RECORDS CENTER,PIPER TECH 725581,REQUEST FOR THE INSTALLATION OF TWO EQUIPMENT CABINETS ON PRIVATE PROPERTY FOR THE SUPPORT OF A WIRELESS COMMUNICATIONS NETWORK FACILITY.,premise,ROOFTOP
-118.47822790074189,34.074009289837974,2001,2002-10-17,ZA-2001-5606-CU,740 N NORWAY    LANE,Los Angeles,CA,90049,2002-09-27,WITHDRAWN,RECORDS CENTER,PIPER TECH 714843,"A CONDITIONAL USE PERMIT TO ALLOW THE CONSTRUCTION, USE AND MAINTENANCE OF AN UNMANNED, WIRELESS, TELECOMMUNICATIONS FACILITY IN THE RS ZONE, WITH THE PROPOSED PROJECT OBSERVING A ONE-FOOT THREE-INCH FRONT YARD SETBACK IN LIEU OF THE REQUIRED 20 FEET AND",premise,ROOFTOP
-118.36724104738883,34.12132747809971,2001,2002-06-14,ZA-2001-4842-CU,2750 N CARDWELL    PL,Los Angeles,CA,90046,2002-05-29,DENIED,RECORDS CENTER,PIPER TECH 714842,"TO PERMIT THE CONSTRUCTION, USE, AND MAINTENANCE OF A WIRELESS TELECOMMUNICATIONS FACILITY.",premise,ROOFTOP
-118.55075787678162,34.06204351566913,2007,2007-03-21,ZA-2007-1399-CU,1343 N CHARMEL    PL,Los Angeles,CA,90272,2008-03-10,DENIED,RECORDS CENTER,PIPER TECH 784278,WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF THREE ANTENNAS ATTACHED TO A MONOPALM,street_address,RANGE_INTERPOLATED
-118.31181499435868,34.104823792183126,2002,2002-11-20,ZA-2002-6731-CU,1848 N GRAMERCY    PL,Los Angeles,CA,90028,2003-08-22,DENIED,RECORDS CENTER,PIPER TECH 726197,"A CU REQUEST TO INSTALL, USE AND MAINTAIN A ROOFTOP WIRELESS TELECOMMNICATIONS FACILITY ON 55 FOOT HIGH BUILDING THAT IS SITUATED IN AN R3-1 ZONED PROPERTY.",premise,ROOFTOP
-118.50420717875855,34.14897267198465,2002,2003-04-11,ZA-2002-4004-CU,4253 N MOONCREST    PL,Los Angeles,CA,91436,2002-12-17,APPROVED,RECORDS CENTER,PIPER TECH 725603,"TO PERMIT THE CONSTRUCTION, USE AND MAINTENANCE OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY.",premise,ROOFTOP
-118.34859202209056,34.087610119715,2004,2004-03-26,ZA-2004-1839-CU,936 N POINSETTIA    PL,Los Angeles,CA,90046,2004-07-16,APPROVED,RECORDS CENTER,PIPER TECH 740181,UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,ROOFTOP
-118.26936959718407,34.089291471026385,2002,2003-03-04,ZA-2002-2466-CU,1638 N RENDALL    PL,Los Angeles,CA,90026,2002-11-20,APPROVED,RECORDS CENTER,PIPER TECH 725562,REQUEST TO INSTALL A ROOFTOP WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,ROOFTOP
-118.4665318357426,34.220935598901825,2005,2005-06-24,ZA-2005-4146-CU,8237 N SEPULVEDA    PL,Los Angeles,CA,91402,2005-12-19,APPROVED,RECORDS CENTER,PIPER TECH 764310,WIRELESS TELECOMMUNICATIONS FACILITY,premise,ROOFTOP
-118.24323760556904,34.08016267107521,2001,2005-08-23,ZA-2001-5459-CU-PA1,1855 N ACADEMY    ROAD,Los Angeles,CA,90026,2005-09-22,APPROVED,RECORDS CENTER,PIPER TECH 714832,PLAN APPROVAL TO INSTALL AN EMERGENCY GENERATOR FOR AN EXISTING WIRELESS MONOPOLE.,street_address,RANGE_INTERPOLATED
-118.34916694387238,34.1158687513873,2001,2002-06-26,ZA-2001-924-CU,2628 N LARMAR    ROAD,Los Angeles,CA,90068,2002-01-18,APPROVED,RECORDS CENTER,PIPER TECH 711867,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY,street_address,ROOFTOP
-118.19626469936239,34.073994408083934,2006,2006-07-20,ZA-2006-6343-CU,4002 N MISSION    ROAD,Los Angeles,CA,90031,2007-01-29,APPROVED,RECORDS CENTER,Piper Tech 772890,MONOPOLE/UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY.,street_address,ROOFTOP
